TRANSACTIONID;ACCOUNTID;ACCOUNTTYPEID;CUSTOMERID;CUSTOMERTYPEID;PRODUCTID;PRODUCTCATEGORYID;PROFITCENTERID;VERSION;DATE;VALUE
89706;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190401;0
89707;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190501;0
89708;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190701;0
89709;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190801;0
89710;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20191001;0
89711;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20191101;0
89712;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200101;0
89713;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200401;0
89714;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200501;0
89715;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200701;0
89716;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200801;0
89717;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20201001;0
89718;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20201101;0
89719;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20210101;0
89720;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180601;-16624,5
89721;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180701;-23469,88
89722;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190401;0
89723;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190501;0
89724;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190601;-20613,9
89725;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190701;-29101,98
89726;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190801;0
89727;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20191001;0
89728;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20191101;0
89729;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200101;0
89730;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200401;0
89731;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200501;0
89732;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200701;0
89733;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200801;0
89734;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20201001;0
89735;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20201101;0
89736;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20210101;0
89737;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190501;0
89738;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190801;0
89739;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20191101;0
89740;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200501;0
89741;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200801;0
89742;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20201101;0
89743;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180601;-393875,12
89744;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180701;-111312,53
89745;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190401;0
89746;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190501;0
89747;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190601;-488393,85
89748;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190701;-138024,35
89749;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190801;0
89750;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20191001;0
89751;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20191101;0
89752;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200101;0
89753;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200401;0
89754;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200501;0
89755;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200701;0
89756;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200801;0
89757;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20201001;0
89758;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20201101;0
89759;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20210101;0
89760;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180601;-4972,06
89761;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20180701;-4972,06
89762;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190401;0
89763;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190501;0
89764;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190601;-6165,21
89765;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190701;-6165,21
89766;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20190801;0
89767;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20191001;0
89768;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20191101;0
89769;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200101;0
89770;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200401;0
89771;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200501;0
89772;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200701;0
89773;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20200801;0
89774;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20201001;0
89775;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20201101;0
89776;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R100;RC;US10_PCR3S;Budget;20210101;0
89777;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180601;-161865,84
89778;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20180701;-148741,58
89779;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190401;0
89780;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190501;0
89781;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190601;-200709
89782;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190701;-184435,29
89783;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20190801;0
89784;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20191001;0
89785;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20191101;0
89786;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200101;0
89787;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200401;0
89788;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200501;0
89789;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200701;0
89790;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20200801;0
89791;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20201001;0
89792;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20201101;0
89793;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R200;RC;US10_PCR2S;Budget;20210101;0
89794;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20180601;-408729,69
89795;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20180701;-221395,25
89796;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190401;0
89797;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190501;0
89798;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190601;-506813,1
89799;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190701;-274523,76
89800;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20190801;0
89801;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20191001;0
89802;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20191101;0
89803;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200101;0
89804;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200401;0
89805;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200501;0
89806;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200701;0
89807;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20200801;0
89808;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20201001;0
89809;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20201101;0
89810;FPA1/023;EXP;USCU_S03;Z1;MZ-FG-R300;RC;US10_PCR1S;Budget;20210101;0
89811;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20180601;-5698,07
89812;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20180701;-1078,01
89813;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20190501;0
89814;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20190601;-7065,44
89815;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20190701;-1336,71
89816;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20190801;0
89817;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20191101;0
89818;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20200501;0
89819;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20200801;0
89820;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y120;YH;US10_PCY1S;Budget;20201101;0
89821;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20180601;-8184,1
89822;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20180701;-3432,04
89823;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20190401;0
89824;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20190501;0
89825;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20190601;-10148,05
89826;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20190701;-4255,63
89827;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20190801;0
89828;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20191001;0
89829;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20191101;0
89830;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20200101;0
89831;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20200401;0
89832;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20200501;0
89833;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20200701;0
89834;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20200801;0
89835;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20201001;0
89836;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20201101;0
89837;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y200;YH;US10_PCY2S;Budget;20210101;0
89838;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20180601;-1936,02
89839;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20180701;-1056,01
89840;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190401;0
89841;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190501;0
89842;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190601;-2400,61
89843;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190701;-1309,43
89844;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20190801;0
89845;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20191001;0
89846;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20191101;0
89847;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200101;0
89848;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200401;0
89849;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200501;0
89850;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200701;0
89851;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20200801;0
89852;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20201001;0
89853;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20201101;0
89854;FPA1/023;EXP;USCU_S03;Z1;MZ-TG-Y240;YH;US10_PCY3S;Budget;20210101;0
89855;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20180601;-46464,56
89856;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20180701;-13068,16
89857;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190401;0
89858;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190501;0
89859;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190601;-57614,72
89860;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190701;-16204,14
89861;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20190801;0
89862;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20191001;0
89863;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20191101;0
89864;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200101;0
89865;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200401;0
89866;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200501;0
89867;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200701;0
89868;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20200801;0
89869;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20201001;0
89870;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20201101;0
89871;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C900;CR;US10_PCC3S;Budget;20210101;0
89872;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20180601;-141819,2
89873;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20180701;-80933,47
89874;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190401;0
89875;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190501;0
89876;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190601;-175851,74
89877;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190701;-100355,18
89878;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20190801;0
89879;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20191001;0
89880;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20191101;0
89881;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200101;0
89882;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200401;0
89883;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200501;0
89884;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200701;0
89885;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20200801;0
89886;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20201001;0
89887;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20201101;0
89888;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C950;CR;US10_PCC2S;Budget;20210101;0
89889;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190401;0
89890;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190501;0
89891;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190701;0
89892;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20190801;0
89893;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20191001;0
89894;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20191101;0
89895;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200101;0
89896;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200401;0
89897;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200501;0
89898;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200701;0
89899;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20200801;0
89900;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20201001;0
89901;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20201101;0
89902;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-C990;CR;US10_PCC1S;Budget;20210101;0
89903;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180601;-16624,5
89904;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20180701;-3911,65
89905;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190401;0
89906;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190501;0
89907;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190601;-20613,9
89908;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190701;-4850,33
89909;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20190801;0
89910;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20191001;0
89911;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20191101;0
89912;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200101;0
89913;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200401;0
89914;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200501;0
89915;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200701;0
89916;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20200801;0
89917;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20201001;0
89918;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20201101;0
89919;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M500;MT;US10_PCM3S;Budget;20210101;0
89920;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190401;0
89921;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190501;0
89922;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190701;0
89923;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20190801;0
89924;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20191001;0
89925;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20191101;0
89926;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200101;0
89927;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200401;0
89928;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200501;0
89929;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200701;0
89930;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20200801;0
89931;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20201001;0
89932;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20201101;0
89933;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M525;MT;US10_PCM2S;Budget;20210101;0
89934;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180601;-475218,89
89935;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20180701;-59937,52
89936;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190401;0
89937;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190501;0
89938;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190601;-589257,79
89939;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190701;-74320,8
89940;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20190801;0
89941;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20191001;0
89942;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20191101;0
89943;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200101;0
89944;FPA1/023;EXP;USCU_S04;Z1;MZ-FG-M550;MT;US10_PCM1S;Budget;20200401;0
