po_id,supplier_id,po_date,expected_delivery_date,actual_delivery_date,po_status,total_amount
PO0002527,SUP0071,2026-05-15,2026-06-15,2026-06-14,Completed,3662.4
PO0002528,SUP0034,2026-04-08,2026-05-01,,In Progress,29241.54
PO0002529,SUP0016,2025-01-31,2025-02-26,,In Progress,69452.51
PO0002530,SUP0013,2025-01-27,2025-02-17,2025-02-15,Completed,33651.06
PO0002531,SUP0084,2025-09-02,2025-09-07,,Cancelled,1590.8
PO0002532,SUP0079,2025-05-11,2025-06-23,2025-07-04,Delayed,4872.66
PO0002533,SUP0045,2025-06-23,2025-07-11,,In Progress,8563.17
PO0002534,SUP0096,2025-06-22,2025-07-06,,Pending Approval,2288.51
PO0002535,SUP0039,2025-06-06,2025-07-06,2025-07-09,Completed,8957.75
PO0002536,SUP0039,2025-06-06,2025-06-28,2025-06-27,Completed,39456.7
PO0002537,SUP0085,2026-03-02,2026-03-31,2026-04-02,Completed,2593.88
PO0002538,SUP0037,2026-05-28,2026-06-25,2026-06-30,Delayed,1468.3
PO0002539,SUP0091,2025-07-18,2025-08-26,2025-08-27,Completed,42726.88
PO0002540,SUP0034,2025-05-16,2025-06-03,2025-06-02,Completed,25697.47
PO0002541,SUP0050,2025-10-10,2025-11-07,2025-11-02,Completed,22278.0
PO0002542,SUP0038,2025-07-19,2025-08-22,2025-08-20,Completed,62146.08
PO0002543,SUP0002,2026-04-29,2026-05-29,2026-06-04,Completed,15241.82
PO0002544,SUP0020,2026-02-17,2026-03-08,2026-03-13,Completed,26716.92
PO0002545,SUP0014,2025-07-09,2025-08-07,,In Progress,67804.92
PO0002546,SUP0098,2025-02-12,2025-03-06,,In Progress,11254.52
PO0002547,SUP0080,2025-05-27,2025-07-15,2025-07-15,Completed,16998.87
PO0002548,SUP0090,2026-03-11,2026-04-06,,In Progress,12586.86
PO0002549,SUP0010,2026-05-21,2026-06-16,2026-06-19,Completed,11370.65
PO0002550,SUP0080,2025-04-07,2025-05-02,2025-04-30,Completed,1624.86
PO0002551,SUP0058,2025-12-25,2026-01-19,2026-01-21,Completed,28386.47
PO0002552,SUP0025,2025-07-17,2025-08-12,,In Progress,9992.57
PO0002553,SUP0035,2026-05-01,2026-06-01,2026-06-10,Delayed,5182.59
PO0002554,SUP0013,2025-10-10,2025-11-10,2025-11-06,Completed,36467.16
PO0002555,SUP0046,2025-07-27,2025-08-28,,Cancelled,19572.72
PO0002556,SUP0030,2025-04-30,2025-06-10,2025-06-24,Delayed,5155.75
PO0002557,SUP0011,2026-05-26,2026-06-17,2026-06-25,Completed,20624.56
PO0002558,SUP0096,2026-04-09,2026-04-24,2026-04-23,Completed,335.88
PO0002559,SUP0095,2026-04-14,2026-05-17,2026-05-13,Completed,8280.87
PO0002560,SUP0096,2025-06-25,2025-07-12,2025-07-11,Completed,11466.4
PO0002561,SUP0055,2025-10-13,2025-11-16,2025-11-26,Delayed,66106.1
PO0002562,SUP0052,2026-01-16,2026-03-05,2026-03-06,Completed,1220.83
PO0002563,SUP0048,2026-02-03,2026-03-07,2026-03-06,Completed,23939.72
PO0002564,SUP0028,2025-07-08,2025-08-03,,In Progress,36812.1
PO0002565,SUP0082,2025-03-30,2025-04-16,,In Progress,21667.56
PO0002566,SUP0087,2026-04-23,2026-05-18,2026-05-19,Completed,17944.86
PO0002567,SUP0058,2025-09-11,2025-10-08,2025-10-03,Completed,89026.49
PO0002568,SUP0027,2025-02-22,2025-03-14,,Pending Approval,21689.4
PO0002569,SUP0083,2025-10-26,2025-11-19,2025-12-07,Delayed,27296.93
PO0002570,SUP0006,2026-04-13,2026-05-13,2026-05-24,Delayed,2705.2
PO0002571,SUP0090,2025-10-22,2025-11-07,2025-11-02,Completed,62655.2
PO0002572,SUP0006,2025-11-03,2025-11-27,2025-12-01,Delayed,1766.88
PO0002573,SUP0095,2025-04-26,2025-05-17,2025-05-20,Delayed,34755.42
PO0002574,SUP0072,2025-05-15,2025-06-22,2025-06-17,Completed,9541.11
PO0002575,SUP0046,2026-01-29,2026-03-07,2026-03-02,Completed,94183.47
PO0002576,SUP0051,2025-01-22,2025-02-24,2025-02-19,Completed,54565.28
PO0002577,SUP0098,2025-03-24,2025-04-04,2025-04-22,Delayed,2335.76
PO0002578,SUP0053,2026-01-13,2026-02-03,2026-02-20,Delayed,18433.35
PO0002579,SUP0092,2025-01-02,2025-02-09,2025-02-18,Delayed,17850.95
PO0002580,SUP0005,2026-01-23,2026-02-15,2026-02-11,Completed,13912.93
PO0002581,SUP0070,2026-01-04,2026-01-28,,In Progress,19931.6
PO0002582,SUP0043,2026-05-08,2026-06-10,2026-06-30,Delayed,3777.23
PO0002583,SUP0020,2025-01-02,2025-01-28,2025-02-04,Delayed,16998.74
PO0002584,SUP0082,2025-06-29,2025-07-15,2025-07-13,Completed,9925.37
PO0002585,SUP0079,2025-11-25,2025-12-21,2025-12-17,Completed,13244.3
PO0002586,SUP0014,2025-04-11,2025-04-17,2025-04-20,Delayed,4405.1
PO0002587,SUP0001,2025-06-03,2025-06-09,2025-06-23,Delayed,24743.46
PO0002588,SUP0007,2025-06-05,2025-07-05,2025-07-16,Delayed,7616.85
PO0002589,SUP0019,2025-07-06,2025-07-22,2025-07-27,Completed,39602.85
PO0002590,SUP0039,2025-01-22,2025-02-21,2025-02-21,Completed,121863.6
PO0002591,SUP0059,2025-11-05,2025-12-16,,In Progress,14899.76
PO0002592,SUP0002,2026-03-16,2026-04-11,,In Progress,3063.42
PO0002593,SUP0061,2025-10-07,2025-11-20,2025-11-20,Completed,2453.07
PO0002594,SUP0029,2025-03-20,2025-04-16,2025-04-16,Completed,1862.28
PO0002595,SUP0046,2026-04-13,2026-05-12,,Pending Approval,726.32
PO0002596,SUP0090,2025-09-23,2025-10-17,2025-10-14,Completed,7365.95
PO0002597,SUP0061,2025-07-14,2025-08-16,2025-08-11,Completed,14336.25
PO0002598,SUP0064,2025-02-12,2025-03-01,,In Progress,1677.83
PO0002599,SUP0021,2026-05-26,2026-06-17,2026-06-26,Delayed,29074.87
PO0002600,SUP0053,2026-04-14,2026-05-06,2026-05-04,Completed,15145.47
PO0002601,SUP0044,2026-01-29,2026-03-12,2026-03-12,Completed,4075.5
PO0002602,SUP0002,2025-11-01,2025-11-21,,Cancelled,496.38
PO0002603,SUP0070,2025-01-15,2025-02-13,2025-02-28,Delayed,94253.76
PO0002604,SUP0082,2026-05-04,2026-06-06,2026-06-08,Completed,32239.62
PO0002605,SUP0019,2025-11-27,2025-12-23,2025-12-28,Completed,5023.36
PO0002606,SUP0100,2025-02-19,2025-03-28,2025-04-02,Completed,8252.92
PO0002607,SUP0060,2025-02-23,2025-03-10,2025-03-13,Completed,1014.24
PO0002608,SUP0065,2026-01-10,2026-02-10,2026-02-10,Completed,57176.61
PO0002609,SUP0010,2025-11-20,2025-12-20,,In Progress,14605.0
PO0002610,SUP0011,2025-09-20,2025-09-26,2025-09-21,Completed,9179.28
PO0002611,SUP0030,2026-03-20,2026-04-22,2026-04-18,Completed,187153.24
PO0002612,SUP0044,2026-04-22,2026-05-24,,Cancelled,8136.2
PO0002613,SUP0027,2025-04-20,2025-05-02,2025-04-29,Completed,72381.98
PO0002614,SUP0082,2026-03-14,2026-04-15,2026-04-15,Completed,28403.1
PO0002615,SUP0040,2026-04-19,2026-05-20,2026-05-30,Delayed,35620.89
PO0002616,SUP0041,2026-01-25,2026-03-04,2026-03-08,Completed,55163.43
PO0002617,SUP0021,2025-05-28,2025-06-07,,Pending Approval,12191.69
PO0002618,SUP0089,2025-03-18,2025-04-27,2025-04-25,Completed,47800.2
PO0002619,SUP0009,2025-10-31,2025-11-21,2025-11-20,Completed,8086.28
PO0002620,SUP0081,2025-01-22,2025-02-19,,In Progress,15733.39
PO0002621,SUP0015,2026-02-06,2026-03-02,,Cancelled,8765.4
PO0002622,SUP0032,2026-04-12,2026-05-08,2026-05-11,Completed,20985.84
PO0002623,SUP0057,2025-12-02,2025-12-23,2026-01-04,Delayed,80205.85
PO0002624,SUP0044,2026-01-09,2026-02-07,2026-02-06,Completed,864.9
PO0002625,SUP0049,2025-08-10,2025-08-28,2025-09-01,Delayed,20962.24
PO0002626,SUP0012,2026-03-21,2026-04-06,,In Progress,50835.56
PO0002627,SUP0063,2026-01-16,2026-01-31,2026-02-05,Completed,10304.28
PO0002628,SUP0045,2025-06-12,2025-07-17,2025-07-18,Completed,1412.02
PO0002629,SUP0010,2025-02-28,2025-04-04,,In Progress,15452.6
PO0002630,SUP0049,2025-08-20,2025-09-07,2025-09-07,Completed,31895.93
PO0002631,SUP0027,2025-10-30,2025-11-18,,Cancelled,15540.86
PO0002632,SUP0004,2025-07-25,2025-08-07,2025-08-05,Completed,10142.54
PO0002633,SUP0028,2026-05-21,2026-06-11,2026-06-15,Completed,22676.88
PO0002634,SUP0039,2026-03-09,2026-04-05,2026-04-12,Delayed,6797.44
PO0002635,SUP0017,2026-04-23,2026-04-28,2026-05-03,Delayed,488.53
PO0002636,SUP0019,2026-03-05,2026-03-23,2026-03-24,Completed,73865.79
PO0002637,SUP0076,2025-04-21,2025-05-07,2025-05-07,Completed,19623.59
PO0002638,SUP0042,2025-10-21,2025-11-05,2025-11-09,Completed,10533.51
PO0002639,SUP0090,2025-06-23,2025-07-18,,In Progress,36963.85
PO0002640,SUP0022,2025-11-08,2025-11-24,2025-12-02,Completed,21892.32
PO0002641,SUP0099,2025-01-14,2025-02-09,2025-02-10,Completed,1458.52
PO0002642,SUP0043,2025-09-26,2025-11-03,2025-11-06,Completed,128177.61
PO0002643,SUP0001,2025-07-10,2025-08-10,2025-08-13,Completed,61267.95
PO0002644,SUP0076,2025-02-18,2025-03-12,2025-03-07,Completed,7934.68
PO0002645,SUP0077,2025-07-25,2025-08-22,2025-08-25,Delayed,128752.74
PO0002646,SUP0020,2025-12-22,2026-01-09,,In Progress,3499.2
PO0002647,SUP0047,2026-05-17,2026-05-26,2026-05-21,Completed,115902.65
PO0002648,SUP0031,2025-02-27,2025-03-07,,In Progress,81658.8
PO0002649,SUP0029,2026-03-20,2026-04-11,2026-04-28,Delayed,8697.42
PO0002650,SUP0020,2025-03-04,2025-03-24,,Pending Approval,14664.46
PO0002651,SUP0060,2025-09-25,2025-11-01,2025-10-27,Completed,10036.8
PO0002652,SUP0069,2026-05-27,2026-06-18,,Pending Approval,1328.67
PO0002653,SUP0043,2026-01-22,2026-02-14,2026-02-15,Completed,9122.66
PO0002654,SUP0067,2026-02-06,2026-03-07,,Cancelled,5214.09
PO0002655,SUP0061,2026-03-15,2026-04-09,,In Progress,17366.02
PO0002656,SUP0074,2026-01-21,2026-02-14,2026-02-09,Completed,4330.32
PO0002657,SUP0072,2025-07-04,2025-08-10,,In Progress,6228.82
PO0002658,SUP0076,2025-12-09,2025-12-24,2025-12-27,Completed,12464.96
PO0002659,SUP0080,2025-03-09,2025-03-21,,In Progress,10827.52
PO0002660,SUP0044,2025-12-30,2026-01-25,,Pending Approval,1307.91
PO0002661,SUP0096,2025-11-28,2025-12-24,,In Progress,2236.86
PO0002662,SUP0018,2026-01-15,2026-02-19,2026-02-16,Completed,9784.35
PO0002663,SUP0074,2025-10-11,2025-11-16,2025-11-26,Delayed,9465.28
PO0002664,SUP0076,2026-01-13,2026-02-17,2026-02-23,Completed,2263.34
PO0002665,SUP0080,2026-01-01,2026-02-18,2026-02-14,Completed,23858.59
PO0002666,SUP0015,2025-12-18,2025-12-23,2025-12-29,Delayed,10999.56
PO0002667,SUP0034,2025-08-27,2025-09-12,2025-09-12,Completed,3874.48
PO0002668,SUP0082,2025-06-12,2025-07-24,,In Progress,20309.85
PO0002669,SUP0054,2026-05-09,2026-05-28,2026-06-02,Completed,3461.04
PO0002670,SUP0051,2025-12-16,2026-01-14,,Pending Approval,9739.57
PO0002671,SUP0096,2026-01-01,2026-01-17,2026-01-20,Completed,6661.16
PO0002672,SUP0082,2025-01-03,2025-01-31,2025-02-10,Delayed,62669.01
PO0002673,SUP0012,2025-10-15,2025-11-03,2025-11-05,Completed,12409.64
PO0002674,SUP0043,2025-06-11,2025-07-16,2025-08-02,Delayed,1040.8
PO0002675,SUP0031,2025-09-03,2025-10-10,2025-10-05,Completed,1259.12
PO0002676,SUP0030,2025-11-23,2025-12-15,2025-12-22,Delayed,261434.93
PO0002677,SUP0028,2025-06-12,2025-06-26,,In Progress,5084.76
PO0002678,SUP0086,2026-03-30,2026-04-14,2026-04-14,Completed,1409.28
PO0002679,SUP0057,2025-05-31,2025-06-20,2025-06-21,Completed,7119.6
PO0002680,SUP0059,2025-06-16,2025-06-30,,Cancelled,12907.34
PO0002681,SUP0038,2025-10-20,2025-10-25,,In Progress,1828.45
PO0002682,SUP0081,2025-08-13,2025-09-08,2025-09-25,Delayed,15906.42
PO0002683,SUP0030,2025-12-31,2026-01-30,2026-02-03,Completed,6199.04
PO0002684,SUP0061,2025-07-15,2025-08-04,,In Progress,22489.92
PO0002685,SUP0016,2025-01-13,2025-01-25,,Cancelled,31133.54
PO0002686,SUP0058,2025-03-19,2025-04-11,2025-04-15,Completed,18136.53
PO0002687,SUP0002,2026-03-06,2026-04-10,2026-04-10,Completed,37024.42
PO0002688,SUP0041,2025-11-13,2025-12-17,2025-12-16,Completed,2674.35
PO0002689,SUP0092,2026-02-14,2026-03-03,2026-02-27,Completed,2617.44
PO0002690,SUP0077,2025-11-30,2025-12-11,2025-12-30,Delayed,71653.72
PO0002691,SUP0090,2026-03-29,2026-05-04,,In Progress,20179.82
PO0002692,SUP0055,2026-04-16,2026-04-30,,In Progress,154299.52
PO0002693,SUP0065,2025-11-12,2025-12-18,2025-12-18,Completed,1464.64
PO0002694,SUP0054,2026-02-28,2026-04-06,,In Progress,31944.83
PO0002695,SUP0090,2025-12-17,2026-01-16,2026-01-21,Completed,8148.25
PO0002696,SUP0055,2025-12-16,2025-12-30,,In Progress,63537.26
PO0002697,SUP0043,2025-08-22,2025-09-27,2025-09-27,Completed,85153.06
PO0002698,SUP0058,2025-01-24,2025-02-16,2025-02-14,Completed,44149.98
PO0002699,SUP0100,2026-04-02,2026-04-25,2026-04-23,Completed,12659.84
PO0002700,SUP0074,2025-03-08,2025-03-28,2025-03-31,Completed,56020.39
PO0002701,SUP0097,2026-02-04,2026-02-16,2026-02-19,Completed,61357.85
PO0002702,SUP0073,2026-05-30,2026-06-24,2026-06-28,Completed,4067.44
PO0002703,SUP0003,2025-12-15,2025-12-22,2025-12-22,Completed,1029.28
PO0002704,SUP0075,2025-06-06,2025-06-17,2025-06-17,Completed,3597.36
PO0002705,SUP0082,2025-01-11,2025-02-02,2025-02-02,Completed,10485.12
PO0002706,SUP0078,2025-12-21,2026-01-03,2026-01-06,Delayed,17009.35
PO0002707,SUP0003,2025-02-26,2025-03-13,2025-03-20,Completed,2202.67
PO0002708,SUP0042,2026-03-01,2026-03-31,2026-04-04,Completed,3612.42
PO0002709,SUP0040,2026-05-24,2026-06-24,2026-06-24,Completed,16569.7
PO0002710,SUP0013,2026-05-20,2026-06-27,2026-06-30,Completed,21114.75
PO0002711,SUP0030,2025-02-26,2025-03-24,2025-03-31,Completed,1078.4
PO0002712,SUP0043,2025-06-20,2025-07-28,2025-07-28,Completed,543.68
PO0002713,SUP0071,2025-03-11,2025-04-08,2025-04-19,Completed,44925.89
PO0002714,SUP0045,2026-01-09,2026-02-01,2026-02-05,Delayed,69932.64
PO0002715,SUP0028,2026-05-26,2026-06-15,2026-06-29,Delayed,24459.65
PO0002716,SUP0097,2025-05-05,2025-05-17,,In Progress,23927.55
PO0002717,SUP0069,2026-04-21,2026-05-22,2026-05-17,Completed,32065.89
PO0002718,SUP0024,2025-11-09,2025-11-25,2025-11-29,Completed,21709.8
PO0002719,SUP0056,2026-05-04,2026-05-09,2026-05-09,Completed,29862.52
PO0002720,SUP0010,2026-05-05,2026-06-01,2026-06-08,Delayed,55788.16
PO0002721,SUP0065,2025-09-28,2025-10-10,2025-10-10,Completed,23212.38
PO0002722,SUP0020,2025-10-05,2025-11-01,,In Progress,22496.79
PO0002723,SUP0055,2025-02-01,2025-03-04,2025-03-08,Completed,35071.05
PO0002724,SUP0022,2026-05-30,2026-06-30,2026-06-30,Completed,9395.42
PO0002725,SUP0046,2026-03-01,2026-03-29,,Cancelled,5243.28
PO0002726,SUP0040,2025-06-01,2025-06-25,2025-06-25,Completed,11235.97
PO0002727,SUP0079,2025-11-30,2025-12-20,2025-12-24,Completed,8918.97
PO0002728,SUP0100,2025-06-09,2025-06-18,2025-06-23,Completed,5787.72
PO0002729,SUP0038,2025-10-27,2025-12-07,2025-12-05,Completed,601.08
PO0002730,SUP0092,2026-04-10,2026-05-14,2026-05-16,Completed,9458.72
PO0002731,SUP0044,2026-02-09,2026-03-05,2026-03-07,Completed,5099.05
PO0002732,SUP0050,2026-02-26,2026-04-03,,Cancelled,14195.48
PO0002733,SUP0011,2026-04-09,2026-05-18,2026-05-18,Completed,10123.12
PO0002734,SUP0052,2025-11-22,2025-12-08,2025-12-13,Completed,6696.3
PO0002735,SUP0077,2026-04-11,2026-04-28,2026-05-02,Completed,85364.06
PO0002736,SUP0029,2025-11-02,2025-12-05,2025-12-10,Delayed,27110.13
PO0002737,SUP0099,2025-12-18,2026-01-12,2026-01-07,Completed,159901.33
PO0002738,SUP0012,2025-02-12,2025-03-07,2025-03-04,Completed,23145.8
PO0002739,SUP0031,2025-07-28,2025-08-24,2025-08-28,Delayed,22506.88
PO0002740,SUP0076,2025-08-21,2025-09-20,2025-09-15,Completed,22545.08
PO0002741,SUP0022,2026-01-14,2026-02-04,,In Progress,50024.01
PO0002742,SUP0066,2025-12-14,2026-01-29,2026-02-05,Completed,18708.02
PO0002743,SUP0093,2025-01-19,2025-02-18,2025-02-19,Completed,18088.11
PO0002744,SUP0004,2026-02-28,2026-03-27,2026-03-26,Completed,15722.51
PO0002745,SUP0016,2025-12-16,2026-01-08,2026-01-18,Delayed,187990.08
PO0002746,SUP0042,2025-09-20,2025-10-11,2025-10-24,Delayed,24727.1
PO0002747,SUP0037,2025-07-18,2025-08-15,,In Progress,2699.07
PO0002748,SUP0013,2025-11-28,2025-12-20,,Pending Approval,91801.84
PO0002749,SUP0009,2025-04-29,2025-05-26,2025-05-26,Completed,6751.42
PO0002750,SUP0097,2025-01-03,2025-02-05,2025-01-31,Completed,8569.94
PO0002751,SUP0030,2025-02-12,2025-03-14,2025-03-19,Delayed,69580.68
PO0002752,SUP0029,2025-10-16,2025-11-08,2025-11-10,Completed,31680.98
PO0002753,SUP0060,2025-08-03,2025-09-07,2025-09-08,Completed,621.92
PO0002754,SUP0046,2025-11-25,2025-12-30,2025-12-29,Completed,35667.0
PO0002755,SUP0043,2026-05-22,2026-06-15,2026-06-14,Completed,1739.78
PO0002756,SUP0049,2025-03-01,2025-03-07,2025-03-04,Completed,31441.86
PO0002757,SUP0026,2026-01-23,2026-03-01,2026-03-01,Completed,9133.93
PO0002758,SUP0018,2025-09-06,2025-10-14,2025-10-19,Completed,43269.08
PO0002759,SUP0030,2025-06-03,2025-07-04,2025-07-17,Delayed,4713.6
PO0002760,SUP0028,2025-11-23,2025-11-28,2025-12-01,Completed,64700.41
PO0002761,SUP0077,2025-12-13,2025-12-18,2025-12-18,Completed,6820.3
PO0002762,SUP0021,2025-07-23,2025-08-05,2025-08-22,Delayed,6667.6
PO0002763,SUP0094,2025-07-02,2025-08-09,2025-08-13,Delayed,11274.71
PO0002764,SUP0071,2025-10-19,2025-11-04,2025-11-04,Completed,16452.48
PO0002765,SUP0049,2026-03-13,2026-05-02,2026-05-02,Completed,53566.84
PO0002766,SUP0041,2026-04-03,2026-05-09,2026-05-06,Completed,5038.87
PO0002767,SUP0016,2026-05-22,2026-06-30,2026-06-30,Completed,20591.06
PO0002768,SUP0006,2026-02-21,2026-03-31,2026-03-26,Completed,8872.24
PO0002769,SUP0016,2026-04-15,2026-05-13,,In Progress,2400.46
PO0002770,SUP0056,2025-09-24,2025-10-20,2025-10-26,Completed,38709.28
PO0002771,SUP0055,2025-11-26,2025-12-05,2025-12-13,Delayed,8896.14
PO0002772,SUP0067,2026-03-23,2026-04-08,,In Progress,130684.86
PO0002773,SUP0026,2025-10-09,2025-11-16,2025-11-27,Delayed,7770.67
PO0002774,SUP0026,2026-04-28,2026-05-24,,In Progress,12746.54
PO0002775,SUP0045,2026-02-27,2026-03-21,,Cancelled,23435.8
PO0002776,SUP0069,2025-09-07,2025-09-28,2025-09-30,Completed,9594.6
PO0002777,SUP0075,2025-07-23,2025-08-21,,In Progress,539.16
PO0002778,SUP0072,2025-12-17,2026-01-06,2026-01-06,Completed,12427.51
PO0002779,SUP0054,2026-02-09,2026-02-24,2026-02-28,Completed,1994.85
PO0002780,SUP0050,2026-03-16,2026-03-30,2026-03-30,Completed,24638.43
PO0002781,SUP0028,2025-06-11,2025-07-13,2025-07-17,Completed,38093.25
PO0002782,SUP0023,2026-05-12,2026-05-24,2026-05-24,Completed,20019.58
PO0002783,SUP0099,2025-11-02,2025-11-29,,In Progress,73459.05
PO0002784,SUP0020,2025-06-24,2025-07-25,2025-07-22,Completed,12097.32
PO0002785,SUP0029,2025-01-14,2025-02-08,2025-02-08,Completed,7416.08
PO0002786,SUP0039,2025-04-01,2025-04-19,2025-04-15,Completed,24514.53
PO0002787,SUP0087,2026-01-22,2026-02-02,2026-01-30,Completed,6111.84
PO0002788,SUP0010,2025-10-21,2025-11-14,2025-11-14,Completed,40831.56
PO0002789,SUP0047,2025-12-16,2026-01-08,2026-01-10,Completed,61370.47
PO0002790,SUP0027,2026-01-02,2026-01-18,2026-01-18,Completed,19457.95
PO0002791,SUP0002,2025-05-17,2025-06-14,2025-06-13,Completed,98343.74
PO0002792,SUP0067,2026-03-07,2026-03-31,2026-04-20,Delayed,13207.74
PO0002793,SUP0033,2025-11-30,2026-01-02,2026-01-01,Completed,6690.77
PO0002794,SUP0052,2025-09-02,2025-09-14,2025-09-09,Completed,13766.9
PO0002795,SUP0014,2026-04-24,2026-05-12,2026-05-18,Completed,67394.68
PO0002796,SUP0028,2025-08-21,2025-09-16,2025-09-26,Delayed,15750.6
PO0002797,SUP0078,2026-02-19,2026-03-25,2026-03-20,Completed,11597.88
PO0002798,SUP0060,2025-10-07,2025-11-14,2025-11-17,Completed,4852.64
PO0002799,SUP0077,2026-02-23,2026-03-31,2026-04-18,Delayed,386465.69
PO0002800,SUP0006,2025-11-04,2025-12-01,2025-12-01,Completed,16068.81
PO0002801,SUP0086,2025-08-11,2025-08-29,,In Progress,100.14
PO0002802,SUP0009,2025-12-23,2026-01-04,,In Progress,4159.82
PO0002803,SUP0099,2026-02-23,2026-03-13,2026-03-15,Completed,39847.48
PO0002804,SUP0075,2026-01-18,2026-02-19,2026-03-02,Delayed,8100.15
PO0002805,SUP0035,2025-02-18,2025-03-23,2025-03-26,Completed,16360.32
PO0002806,SUP0025,2025-05-19,2025-06-25,,In Progress,5284.06
PO0002807,SUP0085,2025-05-15,2025-06-17,,Pending Approval,11271.66
PO0002808,SUP0067,2025-09-21,2025-10-22,,In Progress,115023.15
PO0002809,SUP0066,2025-12-08,2026-01-04,2026-01-14,Delayed,37869.56
PO0002810,SUP0010,2025-04-16,2025-05-14,2025-05-18,Completed,9751.11
PO0002811,SUP0070,2025-01-21,2025-02-26,,In Progress,66619.52
PO0002812,SUP0098,2026-03-09,2026-04-15,2026-04-15,Completed,99.18
PO0002813,SUP0045,2025-09-11,2025-09-16,2025-09-24,Delayed,27736.07
PO0002814,SUP0080,2025-03-15,2025-04-09,2025-04-06,Completed,5199.7
PO0002815,SUP0037,2025-05-25,2025-06-05,,Cancelled,16415.28
PO0002816,SUP0092,2026-03-25,2026-04-17,2026-05-02,Delayed,13505.44
PO0002817,SUP0093,2025-03-06,2025-04-02,2025-04-01,Completed,47522.32
PO0002818,SUP0023,2026-02-12,2026-02-28,2026-03-17,Delayed,41006.56
PO0002819,SUP0067,2025-03-06,2025-04-18,2025-04-18,Completed,94783.14
PO0002820,SUP0044,2025-04-05,2025-04-27,2025-04-22,Completed,8890.92
PO0002821,SUP0088,2026-05-21,2026-06-21,2026-06-30,Delayed,142131.3
PO0002822,SUP0011,2025-06-19,2025-07-12,,Pending Approval,9427.5
PO0002823,SUP0056,2025-12-30,2026-01-21,2026-01-23,Completed,36377.41
PO0002824,SUP0068,2025-08-31,2025-09-05,,In Progress,148124.44
PO0002825,SUP0049,2025-11-07,2025-12-04,2025-11-29,Completed,6975.3
PO0002826,SUP0078,2025-06-03,2025-06-29,2025-06-30,Completed,7498.33
PO0002827,SUP0054,2025-12-07,2025-12-15,2025-12-16,Completed,5689.88
PO0002828,SUP0061,2026-04-13,2026-05-11,2026-05-09,Completed,286.52
PO0002829,SUP0009,2025-09-22,2025-10-25,2025-11-11,Delayed,7029.47
PO0002830,SUP0003,2026-02-26,2026-03-17,2026-03-15,Completed,3326.43
PO0002831,SUP0014,2025-08-08,2025-08-21,2025-08-20,Completed,1336966.78
PO0002832,SUP0092,2025-12-23,2026-01-27,2026-01-22,Completed,2299.43
PO0002833,SUP0091,2026-01-25,2026-02-17,2026-02-16,Completed,5325.12
PO0002834,SUP0036,2025-12-13,2026-01-02,2026-01-02,Completed,11124.86
PO0002835,SUP0019,2025-12-01,2025-12-22,2025-12-18,Completed,55675.87
PO0002836,SUP0069,2025-10-04,2025-10-31,,In Progress,7782.32
PO0002837,SUP0052,2025-02-13,2025-02-26,2025-02-22,Completed,4841.27
PO0002838,SUP0065,2025-08-16,2025-09-02,,Cancelled,112079.58
PO0002839,SUP0100,2026-01-08,2026-01-25,,In Progress,34484.4
PO0002840,SUP0026,2025-05-11,2025-05-26,2025-05-30,Completed,1234.1
PO0002841,SUP0060,2025-09-16,2025-10-18,2025-11-04,Delayed,25347.62
PO0002842,SUP0005,2025-01-20,2025-02-14,,In Progress,5383.9
PO0002843,SUP0058,2026-02-15,2026-03-21,2026-03-20,Completed,17113.95
PO0002844,SUP0065,2026-03-29,2026-05-03,2026-05-07,Completed,33360.02
PO0002845,SUP0059,2025-04-05,2025-04-27,2025-04-27,Completed,605.77
PO0002846,SUP0086,2025-04-20,2025-05-02,2025-05-08,Delayed,80815.31
PO0002847,SUP0066,2025-11-09,2025-11-23,2025-11-28,Completed,27661.81
PO0002848,SUP0077,2026-04-14,2026-05-09,2026-05-14,Completed,36647.78
PO0002849,SUP0022,2025-03-28,2025-04-20,2025-04-15,Completed,17308.8
PO0002850,SUP0052,2025-02-19,2025-03-19,2025-03-19,Completed,20879.73
PO0002851,SUP0010,2025-11-22,2025-12-22,2026-01-03,Delayed,17359.32
PO0002852,SUP0039,2026-03-04,2026-04-03,,Cancelled,4783.68
PO0002853,SUP0053,2025-08-17,2025-08-25,,In Progress,137794.26
PO0002854,SUP0061,2026-01-07,2026-02-02,2026-02-06,Completed,2482.2
PO0002855,SUP0099,2026-02-09,2026-02-22,2026-03-02,Delayed,3296.8
PO0002856,SUP0043,2026-01-12,2026-01-24,2026-01-22,Completed,12462.15
