maintenance_id,elevator_id,maintenance_date,maintenance_type,issue_category,issue_description,technician_id,maintenance_status,downtime_hours,repair_cost,parts_cost,total_cost
MNT0001621,ELV00038,2025-07-06,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH018,Completed,1.3,246.61,319.34,565.95
MNT0004385,ELV00168,2026-04-13,Corrective,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for corrective action.,TCH098,Completed,0.5,228.14,111.38,339.52
MNT0025696,ELV00211,2025-12-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH059,Completed,1.6,79.57,168.15,247.72
MNT0025274,ELV00180,2025-08-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH011,Completed,2.1,50.0,0.0,50.0
MNT0019660,ELV00124,2025-08-31,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH044,Completed,0.7,60.99,1043.9,1104.89
MNT0010695,ELV00289,2025-12-09,Emergency,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for emergency action.,TCH010,Completed,1.9,515.54,1447.81,1963.35
MNT0020193,ELV00200,2025-09-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH038,Completed,0.8,50.0,3890.31,3940.31
MNT0010404,ELV00430,2026-01-29,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH061,Completed,1.9,1518.13,132.8,1650.93
MNT0000055,ELV00185,2025-03-21,Corrective,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for corrective action.,TCH045,Completed,1.4,137.98,3004.21,3142.19
MNT0012151,ELV00342,2026-06-05,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH092,Completed,1.8,50.0,931.72,981.72
MNT0005512,ELV00143,2025-08-09,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH027,Completed,1.4,483.74,647.89,1131.63
MNT0025446,ELV00287,2026-06-04,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH011,Completed,2.2,102.51,483.01,585.52
MNT0021664,ELV00038,2025-10-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH018,Scheduled,1.8,60.7,324.11,384.81
MNT0008533,ELV00472,2025-01-03,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH064,Completed,1.3,567.73,401.03,968.76
MNT0001630,ELV00015,2025-09-28,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH029,Completed,2.4,234.73,1291.32,1526.05
MNT0008023,ELV00331,2025-05-03,Emergency,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for emergency action.,TCH050,Completed,0.5,362.13,1023.8,1385.93
MNT0022863,ELV00149,2026-02-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH091,Completed,1.4,105.31,725.81,831.12
MNT0001552,ELV00120,2026-05-10,Corrective,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for corrective action.,TCH070,Completed,0.5,209.29,459.4,668.69
MNT0008412,ELV00391,2025-06-04,Emergency,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for emergency action.,TCH025,Completed,7.2,1222.74,2588.0,3810.74
MNT0004340,ELV00144,2025-09-08,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH038,Completed,3.1,1635.81,0.0,1635.81
MNT0023187,ELV00291,2025-04-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH056,Completed,3.1,133.83,1096.9,1230.73
MNT0020631,ELV00469,2025-12-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH085,Completed,1.5,101.28,0.0,101.28
MNT0026629,ELV00236,2025-11-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH032,Completed,1.7,61.89,2250.15,2312.04
MNT0007575,ELV00268,2025-12-12,Emergency,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for emergency action.,TCH058,Completed,1.6,308.21,994.6,1302.81
MNT0020972,ELV00264,2025-10-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH044,Completed,1.4,135.34,167.59,302.93
MNT0013754,ELV00134,2026-03-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH079,Completed,1.6,56.7,172.42,229.12
MNT0007304,ELV00350,2025-03-21,Emergency,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for emergency action.,TCH098,Completed,1.7,506.08,292.45,798.53
MNT0021981,ELV00015,2026-01-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH043,Completed,0.7,116.83,259.2,376.03
MNT0017651,ELV00196,2026-01-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH060,Completed,1.5,50.0,664.27,714.27
MNT0027617,ELV00077,2026-01-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH021,Completed,3.3,134.4,612.12,746.52
MNT0023829,ELV00311,2025-07-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH039,Completed,0.7,50.0,0.0,50.0
MNT0012438,ELV00075,2025-09-05,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH014,Completed,1.2,57.73,230.71,288.44
MNT0022499,ELV00076,2026-01-01,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH085,Scheduled,1.7,65.82,309.26,375.08
MNT0025766,ELV00218,2026-05-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH056,Completed,1.6,50.0,1426.44,1476.44
MNT0001912,ELV00089,2025-07-22,Emergency,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for emergency action.,TCH051,Completed,0.5,456.23,156.67,612.9
MNT0004121,ELV00167,2025-01-08,Corrective,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for corrective action.,TCH030,Completed,3.6,209.92,144.73,354.65
MNT0012263,ELV00418,2025-03-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH024,Completed,2.5,80.06,60.56,140.62
MNT0019180,ELV00006,2025-09-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH033,Completed,1.0,243.65,567.83,811.48
MNT0009226,ELV00440,2025-07-15,Emergency,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for emergency action.,TCH092,In Progress,1.5,763.07,1369.8,2132.87
MNT0009369,ELV00308,2026-02-25,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH073,Completed,2.5,1476.31,2509.6,3985.91
MNT0014585,ELV00054,2026-01-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH078,Completed,1.6,80.71,3729.03,3809.74
MNT0017254,ELV00297,2026-02-01,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH020,Completed,2.9,57.75,362.34,420.09
MNT0029459,ELV00494,2026-05-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH092,Completed,1.1,81.18,917.43,998.61
MNT0002297,ELV00457,2025-07-03,Corrective,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for corrective action.,TCH087,Scheduled,1.0,249.9,744.52,994.42
MNT0013885,ELV00456,2025-05-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH051,Completed,2.8,76.78,296.79,373.57
MNT0011743,ELV00357,2025-06-04,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH018,Completed,1.4,113.61,1384.48,1498.09
MNT0023126,ELV00381,2025-06-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH052,Completed,0.8,100.03,513.15,613.18
MNT0002163,ELV00123,2025-08-18,Corrective,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for corrective action.,TCH030,In Progress,1.6,449.81,1632.14,2081.95
MNT0020243,ELV00367,2026-05-08,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH045,Completed,2.1,63.38,865.03,928.41
MNT0009550,ELV00173,2025-03-24,Corrective,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for corrective action.,TCH004,Completed,0.5,316.63,736.41,1053.04
MNT0000956,ELV00321,2026-01-29,Emergency,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for emergency action.,TCH022,Completed,3.9,450.45,0.0,450.45
MNT0004884,ELV00361,2025-06-18,Emergency,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for emergency action.,TCH015,Completed,1.6,434.75,1165.71,1600.46
MNT0000975,ELV00413,2026-06-14,Emergency,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for emergency action.,TCH072,Completed,1.9,499.57,1711.38,2210.95
MNT0026261,ELV00321,2025-12-25,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH031,Completed,1.3,56.95,2734.39,2791.34
MNT0017875,ELV00096,2026-01-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH086,Scheduled,1.4,108.87,699.99,808.86
MNT0007084,ELV00254,2025-01-07,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH033,Completed,2.6,156.69,1009.44,1166.13
MNT0028238,ELV00316,2026-05-01,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH013,Completed,2.5,66.85,1395.44,1462.29
MNT0015772,ELV00015,2026-01-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH067,Completed,1.7,50.0,1367.01,1417.01
MNT0025752,ELV00247,2025-05-14,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH091,Completed,2.0,56.46,1696.42,1752.88
MNT0007592,ELV00290,2025-11-29,Emergency,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for emergency action.,TCH091,Completed,1.2,409.58,555.94,965.52
MNT0012332,ELV00452,2026-06-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH049,Completed,2.4,69.0,800.17,869.17
MNT0010528,ELV00080,2026-06-10,Emergency,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for emergency action.,TCH008,Completed,3.7,1569.92,576.15,2146.07
MNT0025655,ELV00035,2025-01-25,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH048,Completed,1.0,54.32,470.6,524.92
MNT0017786,ELV00336,2025-09-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH069,Completed,1.7,175.87,0.0,175.87
MNT0025654,ELV00498,2026-06-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH041,Completed,1.0,87.7,2060.74,2148.44
MNT0017334,ELV00450,2025-09-04,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH063,Completed,1.6,50.0,597.33,647.33
MNT0028516,ELV00145,2026-03-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH039,Completed,1.8,75.97,498.98,574.95
MNT0026279,ELV00014,2025-12-16,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH011,Completed,1.8,101.63,2515.77,2617.4
MNT0024848,ELV00243,2026-05-17,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH064,Completed,2.5,76.02,1524.51,1600.53
MNT0024285,ELV00095,2025-09-25,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH074,Completed,1.1,63.64,0.0,63.64
MNT0013268,ELV00387,2025-10-08,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH011,Scheduled,1.2,53.23,0.0,53.23
MNT0024261,ELV00381,2026-04-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH073,Completed,1.7,71.82,1676.75,1748.57
MNT0015291,ELV00341,2025-04-05,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH044,Completed,1.5,93.37,0.0,93.37
MNT0023785,ELV00281,2025-10-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH044,Completed,0.5,70.05,135.6,205.65
MNT0025128,ELV00274,2025-06-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,1.6,50.0,315.67,365.67
MNT0024343,ELV00029,2025-12-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH017,Completed,1.2,50.0,178.72,228.72
MNT0011184,ELV00255,2025-06-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH037,Scheduled,2.2,85.23,626.54,711.77
MNT0028981,ELV00040,2026-06-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,1.3,51.78,620.32,672.1
MNT0006781,ELV00433,2025-10-29,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH014,Completed,0.8,675.06,1014.15,1689.21
MNT0013557,ELV00383,2025-11-25,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH046,Completed,2.0,100.82,803.59,904.41
MNT0004297,ELV00089,2025-11-06,Corrective,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for corrective action.,TCH051,Completed,2.3,147.0,793.3,940.3
